Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2022-05-03,274.1705627441406,276.45710720664414,272.58457595326684,276.29168497171645,25978600
2022-05-04,282.149169921875,283.0248596977465,269.2569830130294,274.9587208572136,33599300
2022-05-05,269.8601989746094,278.61715494116163,266.931474199446,277.82903127964823,43260400
2022-05-06,267.3109436035156,271.70887058639,263.94435931562117,267.3887701432197,37780300
2022-05-09,257.43505859375,265.0049601103205,256.20910482547714,262.7670830134219,47726000
2022-05-10,262.2221984863281,266.35742796153,257.9118370068413,264.3530602854969,39336400
2022-05-11,253.51388549804688,264.03196115223216,252.29764150756793,258.50535558592554,48975900
2022-05-12,248.45433044433594,252.86199751589103,243.2682642428535,250.7311356508223,51033800
2022-05-13,254.06846618652344,255.93662977324178,248.45429536073587,250.4002854874016,34925100
2022-05-16,254.4382781982422,258.64162514041436,248.87274373595713,252.9398570793875,32550900
2022-05-17,259.6145324707031,261.0837347260115,255.37225883918956,258.9236846428973,28828800
2022-05-18,247.79443359375,257.0789268616346,246.5168434618955,256.49376403299016,31356000
2022-05-19,246.87765502929688,251.29560259060267,245.64883109808304,247.61884829047722,32692300
2022-05-20,246.31202697753906,252.14410110498955,240.34343172500954,250.87624337504786,39199300
2022-05-23,254.201904296875,255.03088252529363,247.16051506876937,249.16956626123803,33175400
2022-05-24,253.1973419189453,254.86503046094091,247.2287473369704,251.51015886487633,29043900
2022-05-25,256.0255432128906,258.03457877600243,250.76890115604417,251.7539244293805,28547900
2022-05-26,259.3220520019531,260.502110197659,254.9626314844211,255.7818476522136,25002100
2022-05-27,266.4803771972656,266.5779092758022,260.94090038268376,261.8381538375639,26910800
2022-05-31,265.1443176269531,267.9725697938546,262.27704666969936,265.7879937359914,37827700
2022-06-01,265.68072509765625,270.8203419884705,263.35959819128334,268.3919506135823,25292200
2022-06-02,267.7872314453125,267.8555068785204,255.12835897127664,257.90785959544843,44008200
2022-06-03,263.340087890625,266.685257307547,261.7699312309948,263.62292204667295,28059000
2022-06-06,262.10150146484375,267.3971637281567,260.60935271212526,265.3296143204805,22400300
2022-06-07,265.7587585449219,266.37317805146677,259.3610454908683,260.0437404453891,22860700
2022-06-08,263.720458984375,266.2463826327096,262.94023194692795,264.9882869966263,17372300
2022-06-09,258.23944091796875,265.9634935362594,258.0833955427108,261.1554626014085,26439700
2022-06-10,246.73138427734375,254.13359977054108,246.28275749041563,254.13359977054108,31422800
2022-06-13,236.26683044433594,242.85960728455794,235.55489376186938,239.04633149317976,46135800
2022-06-14,238.441650390625,239.66072706571066,235.5353608826797,237.82723098436355,28651500
2022-06-15,245.53179931640625,248.98423293014517,240.3239071262525,242.16715053653422,33111700
2022-06-16,238.90980529785156,241.2991929411064,237.0080483932736,239.89481403270756,33169200
2022-06-17,241.5234832763672,244.30298425938648,237.99304171894877,238.64646508071192,43084800
2022-06-21,247.4628448486328,248.4478535525514,243.33747821445448,244.06892429949633,29928300
2022-06-22,246.86793518066406,250.807999765496,244.17620405920437,245.65860562744965,25939900
2022-06-23,252.4561309814453,252.95352377862707,247.35553332647763,249.2475426680791,25861400
2022-06-24,261.0774230957031,261.35049502859584,255.24535067432754,255.33312060676354,33923200
2022-06-27,258.33697509765625,261.66258987589396,256.7667889581559,261.57481993208773,24615100
2022-06-28,250.13504028320312,260.307008960517,249.97899489661228,257.44950036494424,27295500
2022-06-29,253.82154846191406,255.48923716820218,249.43285716002453,251.21758735681786,20069800
2022-06-30,250.47640991210938,253.10962799291852,246.64363917708621,250.69096864286138,31730900
2022-07-01,253.15834045410156,253.34364250062603,248.31130499958638,250.04728397784783,22837700
2022-07-05,256.34747314453125,256.4742618926065,248.43810234221337,249.8229717887662,22941000
2022-07-06,259.6242980957031,261.3602619908229,255.90855498444893,257.22516367045046,23824400
2022-07-07,261.7601318359375,262.4038078774227,258.4637438186101,258.5612759029467,20859900
2022-07-08,261.0384826660156,261.46760008401816,256.77659490153445,258.23948707310194,19658800
2022-07-11,257.9664306640625,259.936448193075,255.69405468636,259.0782133051506,19455200
2022-07-12,247.3945770263672,259.36103951309576,245.80489605721394,259.3025262054991,35868500
2022-07-13,246.4680633544922,247.27753210604573,241.9721076841529,244.00065319142416,29497400
2022-07-14,247.79443359375,248.82820836055416,239.8558059029623,244.371271225714,25102800
2022-07-15,250.3690948486328,253.92879282199092,248.4673381932592,249.39383349907638,29774100
2022-07-18,247.960205078125,254.38717398041587,247.03370974632665,253.3241426511031,20975000
2022-07-19,253.109619140625,253.2949212090037,247.40433334015634,251.2078472862623,25012600
2022-07-20,255.78179931640625,258.31748493522934,252.50493526447454,253.47043453645153,22788300
2022-07-21,258.2882080078125,258.3369889320587,250.6714193737388,253.36315017839348,22404700
2022-07-22,253.9190673828125,258.76611818114594,252.66100148914163,258.6783482185144,21881300
2022-07-25,252.42694091796875,255.03090242451046,250.4569232466711,254.54327163593587,21056000
2022-07-26,245.6683349609375,253.45093146543303,243.39598904764202,253.4314071898155,39348000
2022-07-27,262.0917663574219,263.3693565432231,252.44644558531357,254.69929727249698,45994000
2022-07-28,269.57196044921875,270.96657686661007,261.24322120242266,263.07671707883594,33459300
2022-07-29,273.7948913574219,275.0237303147809,269.78658106335865,270.830117963255,32152800
2022-08-01,271.1324157714844,274.32150965184684,269.0160855594384,270.9471137351139,21539600
2022-08-02,268.0213623046875,271.01542213800866,265.64172195484593,269.1721636875698,22754200
2022-08-03,275.4820556640625,276.4865735945541,269.76700907193407,269.91332207440206,23518900
2022-08-04,276.6329345703125,276.7792178512748,273.23904340150466,274.8286947381224,18098700
2022-08-05,275.9112548828125,276.63293892199295,271.78588771905606,272.2442618483623,16774600
2022-08-08,273.38531494140625,278.8467853762037,272.41005342671457,277.02302134312987,18739200
2022-08-09,275.3163146972656,276.07701749099675,270.74233579565794,272.72214524982263,23405200
2022-08-10,282.0066223144531,282.64053634457866,279.8415405678226,281.0411229418407,24687800
2022-08-11,279.91949462890625,284.00584195935807,279.4221315920144,283.65476216861083,20065900
2022-08-12,284.6885986328125,284.6885986328125,279.8415476068973,281.34345870633274,22619700
2022-08-15,286.2099609375,286.9023881899572,282.93306719484826,283.80106411686256,18085700
2022-08-16,285.46881103515625,286.76592561401543,283.2354834281525,284.76662150142613,18102900
2022-08-17,284.7162170410156,286.70019877418935,282.90814781798576,283.1720165832015,18253400
2022-08-18,283.5923156738281,285.29286306667285,282.5269980125115,283.61185156800366,17186200
2022-08-19,279.6634216308594,282.69315545045663,279.0867995860452,282.35108343721635,20570000
2022-08-22,271.45379638671875,276.057018930121,270.93581193768017,275.68562822594475,25061100
2022-08-23,270.1735534667969,272.5386792676636,269.1571202381185,270.1735534667969,17527400
2022-08-24,269.5382995605469,270.94565949888363,268.8736913821474,269.166908767681,18137000
2022-08-25,272.5289001464844,272.6950298023374,268.29703796509165,271.0433371485085,16583400
2022-08-26,262.0128173828125,273.98512913178996,261.905325226345,272.7536818076415,27549300
2022-08-29,259.21759033203125,261.33838254155756,257.8688683716512,259.82353096332446,20338500
2022-08-30,257.00885009765625,260.99634925149246,254.75121685619646,260.6249883577702,22767100
2022-08-31,255.54287719726562,261.0550115354996,255.40603646622787,259.37402993103416,24791800
2022-09-01,254.49716186523438,254.9760746668864,249.6202863577468,253.0018455975116,23263400
2022-09-02,250.25550842285156,258.7387389192011,248.7015548739836,255.76767255162795,22855400
2022-09-06,247.5092010498047,251.98536617249096,246.2288991777228,250.39234088968416,21328200
2022-09-07,252.23947143554688,252.96268716740286,247.47987202571602,248.9263184023225,24126700
2022-09-08,252.6597137451172,254.52642037914524,249.0142716406744,251.6726292698562,20319900
2022-09-09,258.4650573730469,259.2176216502665,254.38960207945766,254.59483332515947,22084700
2022-09-12,260.60546875,261.3873519362025,259.14925419027657,259.75519501846236,18747700
2022-09-13,246.2777557373047,254.4971018407067,245.88681421229336,252.97246717539824,33353300
2022-09-14,246.5025634765625,248.4669945133989,244.19606043381268,247.782865414468,23913000
2022-09-15,239.81759643554688,245.7011210386076,238.48842506446817,244.1080809128041,31530900
2022-09-16,239.1920928955078,239.73939609502563,236.57283698123783,238.72296308486938,39791800
2022-09-19,238.97711181640625,239.58305259776108,235.3903068619585,236.9735791811867,26826900
2022-09-20,236.95401000976562,237.9899789735556,234.20771098725592,236.58263419492624,26660300
2022-09-21,233.53335571289062,242.04591952184435,233.4844861559874,238.73276637917772,28625600
2022-09-22,235.51731872558594,238.3320379551584,232.18462995525593,232.47781744759155,31061200
2022-09-23,232.52671813964844,235.66395894381048,229.86837515858966,234.10999046186149,34176000
2022-09-26,232.0673828125,235.9767091682815,231.52984745600074,231.67645614208047,27694200
2022-09-27,231.05093383789062,236.31874980621944,229.1842271718102,234.53999939236823,27018700
2022-09-28,235.60531616210938,236.83674850593616,229.40902300524974,231.44187435188914,29029700
2022-09-29,232.11624145507812,234.5107007527724,229.0962905663997,233.47473170328885,27484200
2022-09-30,227.62049865722656,235.08731066403845,227.45435409303502,232.88831480572858,35694800
2022-10-03,235.2827911376953,236.13306477222778,229.34061381655428,230.0736124429844,28880400
2022-10-04,243.23826599121094,244.6847124207283,239.42666423266377,239.53417129307422,34888400
2022-10-05,243.55099487304688,244.8997170490285,238.56661341523102,240.4137692631259,20347100
2022-10-06,241.19561767578125,244.66514724389015,240.50172070989598,242.30977491236527,20239900
2022-10-07,228.9301300048828,235.84963863538212,227.88437816875282,235.43914629265618,37769600
2022-10-10,224.05323791503906,229.24286559802218,221.59035845242354,227.76710045738744,29743600
2022-10-11,220.30030822753906,223.86756241928063,219.0297742301736,222.460202601454,30474000
2022-10-12,220.63258361816406,222.69475365624942,218.8831668147149,220.29051163189263,21903900
2022-10-13,228.9301300048828,230.74796714436056,214.16265082548793,214.86633068031122,42551800
2022-10-14,223.37887573242188,231.86212054552945,223.16386161855522,230.2006451360336,30198600
2022-10-17,232.1455535888672,233.543145410167,229.80973186429202,230.4743250492662,28142300
2022-10-18,233.0935821533203,238.40048548189114,230.03452953155028,237.72613921758875,26329600
2022-10-19,231.11932373046875,234.1783757638685,228.9789655929075,231.6666269246976,19985700
2022-10-20,230.79684448242188,235.83987896691403,229.54586126481243,230.42546862628225,21811000
2022-10-21,236.63150024414062,237.49155674439498,229.18423891588736,229.41880384674636,26299700
2022-10-24,241.6452178955078,242.22183991219995,235.8300983443022,238.23432552805727,24911200
2022-10-25,244.97792053222656,245.349296366253,240.25740753672832,241.654984441584,34775500
2022-10-26,226.07635498046875,232.8981254365345,224.84490760872006,225.92974629136222,82543200
2022-10-27,221.60992431640625,228.39260751726937,220.66191153974984,225.80267001633032,40424600
2022-10-28,230.52316284179688,231.2366255329459,220.9257758198507,221.11147118020745,40647700
2022-10-31,226.86795043945312,229.59469857735252,225.91015489730142,228.4609905353531,28357300
2022-11-01,222.9977264404297,230.3961330494715,222.17677155998481,229.28197573661194,30592300
2022-11-02,215.11068725585938,226.05679799638708,215.05203483408113,224.25851146382894,38407000
2022-11-03,209.39324951171875,215.41361443033333,209.12936586181144,215.100861228533,36633900
2022-11-04,216.37139892578125,216.56686222399412,208.59183438860106,212.61844991367641,36789100
2022-11-07,222.7045135498047,223.23228088594615,216.2639028499617,216.95781474366044,33498000
2022-11-08,223.68185424804688,226.39883460819428,220.72054101441213,223.5157096836229,28192500
2022-11-09,219.420654296875,223.4472695680235,219.24474181344493,222.21582253244188,27852900
2022-11-10,237.4720001220703,237.81407210708258,229.67289904500376,230.09314442549228,46268000
2022-11-11,241.50840759277344,242.36846415623495,236.44582224816557,237.4818062509244,34620200
2022-11-14,236.0744171142578,238.3809199560676,233.78746507725594,236.5044453426639,31123300
2022-11-15,236.4849090576172,241.40088540956577,234.58888352299294,240.09126475202578,31390100
2022-11-16,236.9161376953125,238.94492249208088,235.63222768224927,237.95502625687746,24093300
2022-11-17,236.86712646484375,238.40586833296084,232.89779098068917,233.04479786716809,23123500
2022-11-18,236.4163055419922,238.88612602549412,234.26991517757338,238.6606955166367,27613500
2022-11-21,237.22976684570312,239.79758681244928,236.38689247384355,236.6221034906922,26394700
2022-11-22,240.15040588378906,240.42482869254758,235.9164432951424,238.73908003593303,19665700
2022-11-23,242.64964294433594,243.33570000991833,239.4055613553574,240.22882983405626,19508500
2022-11-25,242.5614471435547,243.7473426215973,241.81657234254652,242.385023917818,9200800
2022-11-28,236.94552612304688,241.7381448542194,236.00465217547287,241.17950375189517,24778200
2022-11-29,235.5440216064453,237.95502429454882,233.46624450045002,236.59270563364998,17956300
2022-11-30,250.05906677246094,250.24528544964286,235.0833583607036,235.7792257930801,47594200
2022-12-01,249.61802673339844,251.01954209148104,245.92309949539396,248.8143492893829,26041500
2022-12-02,249.9414825439453,250.96076518615746,244.71762348466754,244.84503942303994,21528500
2022-12-05,245.21746826171875,248.76538908628117,243.1200852129101,246.9914211965386,23435300
2022-12-06,240.23863220214844,246.84441603442448,238.92532078821492,245.82513335844158,22463700
2022-12-07,239.5035400390625,241.25790183378027,237.38656627233448,239.95438604558672,20481500
2022-12-08,242.4731903076172,243.78651647945242,238.21962206213038,239.96417336935625,22611800
2022-12-09,240.5326690673828,243.36511659399685,239.2977662721719,239.82700605442705,20609700
2022-12-12,247.48147583007812,247.51087720956804,242.24782091194535,242.5222437571335,30665100
2022-12-13,251.8036651611328,258.6642659863142,248.03032872531384,256.4786638130333,42196900
2022-12-14,252.09762573242188,257.3606807546326,249.24557297365928,252.00942161532691,35410900
2022-12-15,244.05111694335938,249.13776374752683,242.41437573852681,248.66732683327385,35560400
2022-12-16,239.8171844482422,244.8646200764153,238.66067548722324,243.60031603967155,86102000
2022-12-19,235.66160583496094,240.3268233828686,233.95626627174926,239.98378740260912,29696400
2022-12-20,236.9847412109375,238.07263700939967,233.67204653626635,234.63252639957287,25150800
2022-12-21,239.56234741210938,240.7286518216814,235.32838484202188,236.87692208746932,23690600
2022-12-22,233.44662475585938,237.17095355808544,229.21264718155905,236.45548020048759,28651700
2022-12-23,233.97589111328125,234.11310253427794,229.281286465323,231.4080709682333,21207000
2022-12-27,232.2411346435547,234.17188988521556,231.13363291878463,233.94647434160723,16688600
2022-12-28,229.85952758789062,234.946175417895,229.5066960923145,232.17253073557336,17457100
2022-12-29,236.21047973632812,237.10236142790907,230.95721910641578,230.95721910641578,19770700
2022-12-30,235.04417419433594,235.18138560256986,231.9470996028593,233.46623552218477,21938500
